id,isolate,aliases,country,continent,region,year,source,NCBI_BioProject,comments,sender,curator,date_entered,datestamp,FKS,LEU2,NMT1,TRP1,UGP1,URA3,ST (MLST)
858,Kw1450/10,,Kuwait,Asia,,2010,sputum,,,33,4,2019-01-05,2019-01-05,51,24,49,30,51,6,147
859,Kw1659/10,,Kuwait,Asia,,2010,urine,,,33,4,2019-01-05,2019-01-05,3,6,5,9,3,4,162
860,Kw2450/10,,Kuwait,Asia,,2010,other,,wound swab,33,4,2019-01-05,2019-01-05,5,1,8,7,3,6,163
861,Kw1018/12,,Kuwait,Asia,,2012,blood,,,33,4,2019-01-05,2019-01-05,3,6,22,5,3,19,164
862,Kw844/10,,Kuwait,Asia,,2010,urine,,,33,4,2019-01-05,2019-01-05,5,7,8,7,3,6,3
863,Kw3184/11,,Kuwait,Asia,,2011,blood,,,33,4,2019-01-05,2019-01-05,5,7,8,7,3,6,3
864,Kw520/09,,Kuwait,Asia,,2009,blood,,,33,4,2019-01-05,2019-01-05,5,7,8,7,3,6,3
865,Kw295/09,,Kuwait,Asia,,2009,blood,,,33,4,2019-01-05,2019-01-05,5,7,8,7,3,6,3
866,Kw241/09,,Kuwait,Asia,,2009,blood,,,33,4,2019-01-05,2019-01-05,5,7,8,7,3,6,3
867,Kw2371/10,,Kuwait,Asia,,2010,other,,Abdominal drain,33,4,2019-01-05,2019-01-05,5,7,8,7,3,6,3
868,Kw2566/10,,Kuwait,Asia,,2010,urine,,,33,4,2019-01-05,2019-01-05,5,7,8,7,3,6,3
869,Kw213/09,,Kuwait,Asia,,2009,other,,Wound drainage,33,4,2019-01-05,2019-01-05,3,4,4,3,3,4,7
870,Kw710/09,,Kuwait,Asia,,2009,sputum,,,33,4,2019-01-05,2019-01-05,3,4,4,3,3,4,7
871,Kw1081/11,,Kuwait,Asia,,2011,urine,,,33,4,2019-01-05,2019-01-05,3,4,4,3,3,4,7
872,Kw2717/08,,Kuwait,Asia,,2008,blood,,,33,4,2019-01-05,2019-01-05,3,4,4,3,3,4,7
873,Kw770/11,,Kuwait,Asia,,2011,urine,,,33,4,2019-01-05,2019-01-05,1,2,2,1,2,1,8
874,Kw3151/10,,Kuwait,Asia,,2010,other,,Gastric tube,33,4,2019-01-05,2019-01-05,8,4,3,5,1,2,10
875,Kw2466/10,,Kuwait,Asia,,2010,urine,,,33,4,2019-01-05,2019-01-05,8,4,3,5,1,2,10
876,Kw2978/10,,Kuwait,Asia,,2010,other,,Tracheal aspirate,33,4,2019-01-05,2019-01-05,8,4,3,5,1,2,10
877,Kw1571/10,,Kuwait,Asia,,2010,urine,,,33,4,2019-01-05,2019-01-05,8,5,3,5,1,1,15
878,Kw2724/10,,Kuwait,Asia,,2010,sputum,,,33,4,2019-01-05,2019-01-05,8,5,3,5,1,1,15
879,Kw287/11,,Kuwait,Asia,,2011,oral swab,,,33,4,2019-01-05,2019-01-05,8,5,3,5,1,1,15
880,Kw23/08,,Kuwait,Asia,,2008,other,,Pleural fluid,33,4,2019-01-05,2019-01-05,8,5,3,5,1,1,15
881,Kw2331/10,,Kuwait,Asia,,2010,sputum,,,33,4,2019-01-05,2019-01-05,8,5,3,5,1,1,15
882,Kw52/10,,Kuwait,Asia,,2010,urine,,,33,4,2019-01-05,2019-01-05,7,5,6,12,1,8,22
883,Kw1617/10,,Kuwait,Asia,,2010,blood,,,33,4,2019-01-05,2019-01-05,7,5,6,12,1,8,22
884,Kw954/08,,Kuwait,Asia,,2008,oral swab,,,33,4,2019-01-05,2019-01-05,7,4,3,4,1,8,26
885,Kw1004/08,,Kuwait,Asia,,2008,sputum,,,33,4,2019-01-05,2019-01-05,7,4,3,4,1,8,26
886,Kw2411/07,,Kuwait,Asia,,2007,urine,,,33,4,2019-01-05,2019-01-05,20,13,22,9,3,2,46
887,Kw929/10,,Kuwait,Asia,,2010,blood,,,33,4,2019-01-05,2019-01-05,20,13,22,9,3,2,46
888,Kw947/08,,Kuwait,Asia,,2008,urine,,,33,4,2019-01-05,2019-01-05,20,13,22,9,3,2,46
889,Kw948/08,,Kuwait,Asia,,2008,urine,,,33,4,2019-01-05,2019-01-05,20,13,22,9,3,2,46
890,Kw889/10,,Kuwait,Asia,,2010,sputum,,,33,4,2019-01-05,2019-01-05,20,13,22,9,3,2,46
891,Kw1020/10,,Kuwait,Asia,,2010,other,,Wound swab,33,4,2019-01-05,2019-01-05,20,13,22,9,3,2,46
892,Kw3042/10,,Kuwait,Asia,,2010,other,,Tracheal aspirate,33,4,2019-01-05,2019-01-05,20,13,22,9,3,2,46
893,Kw664/09,,Kuwait,Asia,,2009,sputum,,,33,4,2019-01-05,2019-01-05,20,13,22,9,3,2,46
894,Kw1332/10,,Kuwait,Asia,,2010,other,,Axillary swab,33,4,2019-01-05,2019-01-05,20,13,22,9,3,2,46
895,Kw690/11,,Kuwait,Asia,,2011,other,,Rectal swab,33,4,2019-01-05,2019-01-05,20,13,22,9,3,2,46
896,Kw1142/10,,Kuwait,Asia,,2010,other,,Tracheal aspirate,33,4,2019-01-05,2019-01-05,20,13,22,9,3,2,46
897,Kw2472/10,,Kuwait,Asia,,2010,blood,,,33,4,2019-01-05,2019-01-05,20,13,22,9,3,2,46
898,Kw3111/08,,Kuwait,Asia,,2008,sputum,,,33,4,2019-01-05,2019-01-05,20,13,22,9,3,2,46
899,Kw457/09,,Kuwait,Asia,,2009,urine,,,33,4,2019-01-05,2019-01-05,20,13,22,9,3,2,46
900,Kw2543/10,,Kuwait,Asia,,2010,other,,Tracheal aspirate,33,4,2019-01-05,2019-01-05,20,13,22,9,3,2,46
901,Kw651/10,,Kuwait,Asia,,2010,other,,Tracheal aspirate,33,4,2019-01-05,2019-01-05,20,13,22,9,3,2,46
902,Kw841/10,,Kuwait,Asia,,2010,other,,Tracheal aspirate,33,4,2019-01-05,2019-01-05,20,13,22,9,3,2,46
903,Kw1912/10,,Kuwait,Asia,,2010,other,,Tracheal aspirate,33,4,2019-01-05,2019-01-05,20,13,22,9,3,2,46
904,Kw2527/10,,Kuwait,Asia,,2010,sputum,,,33,4,2019-01-05,2019-01-05,20,13,22,9,3,2,46
905,Kw210/09,,Kuwait,Asia,,2009,blood,,,33,4,2019-01-05,2019-01-05,20,13,22,9,3,2,46
906,Kw3142/07,,Kuwait,Asia,,2007,sputum,,,33,4,2019-01-05,2019-01-05,20,13,22,9,3,2,46
907,Kw630/09,,Kuwait,Asia,,2009,blood,,,33,4,2019-01-05,2019-01-05,21,9,14,18,6,1,47
908,Kw1018/10,,Kuwait,Asia,,2010,blood,,,33,4,2019-01-05,2019-01-05,3,6,22,2,3,9,55
909,Kw644/10,,Kuwait,Asia,,2010,blood,,,33,4,2019-01-05,2019-01-05,3,6,22,2,3,9,55
910,Kw2920/10,,Kuwait,Asia,,2010,bronchoalveolar lavage,,,33,4,2019-01-05,2019-01-05,3,6,22,2,3,9,55
911,Kw3163/10,,Kuwait,Asia,,2010,urine,,,33,4,2019-01-05,2019-01-05,3,6,22,2,3,9,55
912,Kw1658/10,,Kuwait,Asia,,2010,urine,,,33,4,2019-01-05,2019-01-05,3,6,22,2,3,9,55
913,Kw805/10,,Kuwait,Asia,,2010,other,,Rectal swab,33,4,2019-01-05,2019-01-05,3,6,22,2,3,9,55
914,Kw583/09,,Kuwait,Asia,,2009,blood,,,33,4,2019-01-05,2019-01-05,51,7,50,50,50,9,104
915,Kw1051/10,,Kuwait,Asia,,2010,sputum,,,33,4,2019-01-05,2019-01-05,21,9,14,10,5,9,122
916,Kw2863/10,,Kuwait,Asia,,2010,urine,,,33,4,2019-01-05,2019-01-05,21,9,14,10,5,9,122
917,Kw1134/10,,Kuwait,Asia,,2010,other,,Tracheal aspirate,33,4,2019-01-05,2019-01-05,7,16,17,13,13,2,165
918,Kw129/12,,Kuwait,Asia,,2012,urine,,,33,4,2019-01-05,2019-01-05,8,5,3,5,1,2,145
919,Kw2487/06,,Kuwait,Asia,,2006,other,,Vaginal swab,33,4,2019-01-05,2019-01-05,3,4,4,5,3,4,151
920,Kw2514/15,,Kuwait,Asia,,2015,urine,,,33,4,2019-01-05,2019-01-05,3,6,22,5,3,9,153
921,Kw2737/15,,Kuwait,Asia,,2015,urine,,,33,4,2019-01-05,2019-01-05,7,13,17,5,3,19,154
922,CG5,,France,Europe,,2014,other,,Sasso_Pat5,4,4,2019-01-24,2019-01-24,3,6,22,2,3,9,55
923,CG4,,France,Europe,,2014,blood,,Sasso_Pat5,4,4,2019-01-24,2019-01-24,3,6,22,2,3,9,55
924,CG6,,France,Europe,,2014,urine,,Sasso_Pat6,4,4,2019-01-24,2019-01-24,5,7,8,7,3,6,3
925,CG7,,France,Europe,,2014,blood,,Sasso_Pat6,4,4,2019-01-24,2019-01-24,5,7,8,7,3,6,3
926,CG8,,France,Europe,,2014,blood,,Sasso_Pat6,4,4,2019-01-24,2019-01-24,5,7,8,7,3,6,3
927,CG9,,France,Europe,,2014,other,,Sasso_Pat6,4,4,2019-01-24,2019-01-24,5,7,8,7,3,6,3
928,CG16,,France,Europe,,2014,vaginal swab,,Sasso_Pat7; mother of P8,4,4,2019-01-24,2019-01-24,29,5,6,12,1,8,166
929,CG17,,France,Europe,,2014,blood,,Sasso_Pat8; child of P7,4,4,2019-01-24,2019-01-24,29,5,6,12,1,8,166
930,CG743,,France,Europe,,2014,urine,,Sasso_Pat9,4,4,2019-01-24,2019-01-24,3,4,4,3,3,4,7
931,CG744,,France,Europe,,2014,anal swab,,Sasso_Pat9,4,4,2019-01-24,2019-01-24,3,4,4,3,3,4,7
932,CG745,,France,Europe,,2014,throat swab,,Sasso_Pat9,4,4,2019-01-24,2019-01-24,3,4,4,3,3,4,7
933,CG746,,France,Europe,,2014,other,,Sasso_Pat9,4,4,2019-01-24,2019-01-24,3,4,4,3,3,4,7
934,CG849,,France,Europe,,2014,other,,Sasso_Pat9,4,4,2019-01-24,2019-01-24,3,4,4,3,3,4,7
935,CG864,,France,Europe,,2014,other,,Sasso_Pat9,4,4,2019-01-24,2019-01-24,3,4,4,3,3,4,7
936,CG689,,France,Europe,,2014,other,,Sasso_Pat10,4,4,2019-01-24,2019-01-24,7,13,17,9,3,19,59
937,CG692,,France,Europe,,2014,bronchoalveolar lavage,,Sasso_Pat10,4,4,2019-01-24,2019-01-24,7,13,17,9,3,19,59
938,CG715,,France,Europe,,2014,oral swab,,Sasso_Pat10,4,4,2019-01-24,2019-01-24,7,13,17,9,3,19,59
939,CG719,,France,Europe,,2014,other,,Sasso_Pat10,4,4,2019-01-24,2019-01-24,7,13,17,9,3,19,59
940,CG706,,France,Europe,,2014,blood,,Sasso_Pat10,4,4,2019-01-24,2019-01-24,7,13,17,9,3,19,59
941,CG756,,France,Europe,,2012,oral swab,,Sasso_Pat11,4,4,2019-01-24,2019-01-24,5,7,8,7,3,6,3
942,CG757,,France,Europe,,2012,nasal swab,,Sasso_Pat11,4,4,2019-01-24,2019-01-24,5,7,8,7,3,6,3
943,CG758,,France,Europe,,2012,anal swab,,Sasso_Pat11,4,4,2019-01-24,2019-01-24,5,7,8,7,3,6,3
944,CG760,,France,Europe,,2012,other,,Sasso_Pat11,4,4,2019-01-24,2019-01-24,5,7,8,7,3,6,3
945,CG774,,France,Europe,,2012,other,,Sasso_Pat11,4,4,2019-01-24,2019-01-24,5,7,8,7,3,6,3
946,NRZ-2016-057,SRR7609360,Germany,Europe,,2016,blood,PRJNA483064,,4,4,2019-07-14,2019-09-11,5,7,8,7,3,6,3
947,NRZ-2016-058,SRR7609359,Germany,Europe,,2016,blood,PRJNA483064,consecutive to NRZ-2016-057,4,4,2019-07-14,2019-09-11,5,7,8,7,3,6,3
948,CANGA1A,LLWO00000000,Norway,Europe,,,blood,PRJNA297263,,4,4,2019-07-14,2019-09-11,2,5,7,5,1,2,6
949,CANGA1B,LMAA00000000,Norway,Europe,,,blood,PRJNA297263,consecutive to 1A (12d),4,4,2019-07-14,2019-09-11,2,5,7,5,1,2,6
950,CANGA2A,LLZZ00000000,Norway,Europe,,,blood,PRJNA297263,,4,4,2019-07-14,2019-09-11,2,5,7,5,1,2,6
951,CANGA2B,LLZY00000000,Norway,Europe,,,blood,PRJNA297263,consecutive to 2A (12d),4,4,2019-07-14,2019-09-11,2,5,7,5,1,2,6
952,CANGA3A,LMAY00000000,Norway,Europe,,,blood,PRJNA297263,,4,4,2019-07-14,2019-09-11,3,9,26,4,4,4,137
953,CANGA3B,LMAB00000000,Norway,Europe,,,blood,PRJNA297263,consecutive to 3A (12d),4,4,2019-07-14,2019-09-11,3,9,26,4,4,4,137
954,DSY562,SRR5459193,Switzerland,Europe,,1995,oral swab,PRJNA374542,MSH2: V239L,4,4,2019-07-14,2019-09-11,1,2,2,1,2,1,8
955,DSY565,SRR5459192,Switzerland,Europe,,1995,oral swab,PRJNA374542,consecutive to DSY562 (50d),4,4,2019-07-14,2019-09-11,1,2,2,1,2,1,8
956,B1012M,SRR5239777,Belgium,Europe,,,oral swab,PRJNA361477,,4,4,2019-07-14,2019-09-11,6,6,32,2,3,4,65
957,B1012S,SRR5239760,Belgium,Europe,,,other,PRJNA361477,,4,4,2019-07-14,2019-09-11,6,6,32,2,3,4,65
958,BG2,SRR5239778,USA,North America,,,blood,PRJNA361477,,4,4,2019-07-14,2019-09-11,5,7,8,7,3,6,3
959,BO101S,SRR5239775,Belgium,Europe,,,other,PRJNA361477,,4,4,2019-07-14,2019-09-11,6,6,5,2,3,4,19
960,CST109,SRR5239771,USA,North America,,,blood,PRJNA361477,,4,4,2019-07-14,2019-09-11,6,6,5,2,3,4,19
961,CST110,SRR5239780,USA,North America,,,blood,PRJNA361477,,4,4,2019-07-14,2019-09-11,5,7,8,7,3,6,3
962,CST34,SRR5239767,USA,North America,,,blood,PRJNA361477,,4,4,2019-07-14,2019-09-11,6,6,5,2,3,4,19
963,CST35,SRR5239768,USA,North America,,,blood,PRJNA361477,,4,4,2019-07-14,2019-09-11,3,4,4,3,3,4,7
964,CST78,SRR5239769,USA,North America,,,blood,PRJNA361477,,4,4,2019-07-14,2019-09-11,1,2,2,1,2,1,8
965,CST80,SRR5239754,USA,North America,,,blood,PRJNA361477,,4,4,2019-07-14,2019-09-11,6,6,5,2,3,4,19
966,E1114,SRR5239773,Belgium,Europe,,,oral swab,PRJNA361477,,4,4,2019-07-14,2019-09-11,5,7,8,7,3,6,3
967,EB0911Sto,SRR5239755,Belgium,Europe,,,other,PRJNA361477,,4,4,2019-07-14,2019-09-11,3,4,4,3,3,4,7
968,EB101M,SRR5239772,Belgium,Europe,,,oral swab,PRJNA361477,,4,4,2019-07-14,2019-09-11,6,6,5,2,3,4,19
969,EF0616Blo1,SRR5239758,France,Europe,,,blood,PRJNA361477,,4,4,2019-07-14,2019-09-11,7,5,48,12,1,8,135
970,EF1237Blo1,SRR5239770,France,Europe,,,blood,PRJNA361477,,4,4,2019-07-14,2019-09-11,7,5,6,12,1,8,22
971,EF1620Sto,SRR5239774,France,Europe,,,other,PRJNA361477,,4,4,2019-07-14,2019-09-11,7,5,48,12,1,8,135
972,EF1815Blo1,SRR5239753,Italy,Europe,,,blood,PRJNA361477,,4,4,2019-07-14,2019-09-11,7,5,6,12,1,8,22
973,EG01004Sto,SRR5239761,Germany,Europe,,,other,PRJNA361477,,4,4,2019-07-14,2019-09-11,5,7,8,7,3,6,3
974,EF03013,SRR5239779,France,Europe,,,blood,PRJNA361477,,4,4,2019-07-14,2019-09-11,5,7,8,7,3,6,3
975,F1019,SRR5239782,France,Europe,,,blood,PRJNA361477,,4,4,2019-07-14,2019-09-11,1,2,2,1,1,1,2
976,F11,SRR5239757,France,Europe,,,blood,PRJNA361477,,4,4,2019-07-14,2019-09-11,2,5,7,5,1,2,6
977,F15,SRR5239763,France,Europe,,,blood,PRJNA361477,,4,4,2019-07-14,2019-09-11,8,4,3,5,1,2,10
978,F1521,SRR5239762,France,Europe,,,blood,PRJNA361477,,4,4,2019-07-14,2019-09-11,5,7,8,7,3,6,3
979,F1822,SRR5239764,USA,North America,,,blood,PRJNA361477,,4,4,2019-07-14,2019-09-11,1,2,2,1,1,1,2
980,F2229,SRR5239765,France,Europe,,,blood,PRJNA361477,,4,4,2019-07-14,2019-09-11,1,2,2,1,2,1,8
981,I1718,SRR5239784,Italy,Europe,,,blood,PRJNA361477,,4,4,2019-07-14,2019-09-11,1,2,2,1,2,1,8
982,M12,SRR5239783,USA,North America,,,blood,PRJNA361477,,4,4,2019-07-14,2019-09-11,1,2,2,1,2,1,8
983,M17,SRR5239781,USA,North America,,,blood,PRJNA361477,,4,4,2019-07-14,2019-09-11,1,2,2,1,2,1,8
984,M6,SRR5239756,USA,North America,,,blood,PRJNA361477,,4,4,2019-07-14,2019-09-11,5,7,8,7,3,6,3
985,M7,SRR5239776,USA,North America,,,blood,PRJNA361477,,4,4,2019-07-14,2019-09-11,6,6,5,2,3,4,19
986,P35_2,SRR5239766,Taiwan,Asia,,,oral swab,PRJNA361477,,4,4,2019-07-14,2019-09-11,7,7,34,10,5,22,136
987,P35_3,SRR5239759,Taiwan,Asia,,,oral swab,PRJNA361477,,4,4,2019-07-14,2019-09-11,7,7,34,10,5,22,136
988,CCTCC_M202019,SAMN02981566,China,Asia,,,other,PRJNA218162,industrial strain,4,4,2019-07-14,2019-09-11,8,5,3,5,1,1,15
990,CMRL-01,SRR3154166,Australia,Oceania,Sydney,,blood,PRJNA310957,,4,4,2019-07-14,2019-09-11,7,7,11,10,5,9,16
991,CMRL-02,SRR3154234,Australia,Oceania,Sydney,,blood,PRJNA310957,,4,4,2019-07-14,2019-09-11,7,7,11,10,5,9,16
992,CMRL-03,SRR3151533,Australia,Oceania,Sydney,,blood,PRJNA310957,,4,4,2019-07-14,2019-09-11,8,4,3,5,1,2,10
993,CMRL-04,SRR3151534,Australia,Oceania,Sydney,,blood,PRJNA310957,,4,4,2019-07-14,2019-09-11,8,4,3,5,1,2,10
994,CMRL-05,SRR4198629,Australia,Oceania,Sydney,,other,PRJNA310957,,4,4,2019-07-14,2019-09-11,7,4,3,4,1,8,26
995,CMRL-09,SRR3154235,Australia,Oceania,Sydney,,blood,PRJNA310957,,4,4,2019-07-14,2019-09-11,5,7,54,7,3,6,174
996,CMRL-10,SRR3154236,Australia,Oceania,Sydney,,blood,PRJNA310957,,4,4,2019-07-14,2019-09-11,7,4,3,4,1,8,26
997,CMRL-11,SRR3154237,Australia,Oceania,Sydney,,blood,PRJNA310957,,4,4,2019-07-14,2019-09-11,31,30,55,13,20,25,175
998,CMRL-12,SRR3154238,Australia,Oceania,Sydney,,blood,PRJNA310957,,4,4,2019-07-14,2019-09-11,3,4,4,3,3,4,7
999,ATCC_66032,,USA,North America,,,unknown,,Msh2 isoform: WT,4,4,2019-07-15,2019-07-15,2,5,7,5,1,2,6
1000,CAS08-0094,CGA00132,USA,North America,Georgia,2008,blood,,,4,4,2019-07-15,2019-07-15,19,50,1,51,51,51,106
1001,CAS08-0725,CMD00311,USA,North America,Maryland,2008,blood,,Msh2 isoform: WT,4,4,2019-07-15,2019-07-15,1,2,2,1,1,1,2
1002,CAS09-0869,CMD00373,USA,North America,Maryland,2009,blood,,Msh2 isoform: V239L,4,4,2019-07-15,2019-07-15,1,2,2,1,1,1,2
1003,CAS09-1083,CGA00822; SRR3925742,USA,North America,Georgia,2009,blood,PRJNA329124,Msh2 isoform: V239L/A942T,4,4,2019-07-15,2019-09-18,8,4,3,5,1,2,10
1004,CAS09-1225,CGA00908,USA,North America,Georgia,2009,blood,,Msh2 isoform: V239L/A942T,4,4,2019-07-15,2019-07-15,2,5,7,5,1,2,6
1005,CAS09-1437,CGA01045,USA,North America,Georgia,2009,blood,,Msh2 isoform: V239L/A942T,4,4,2019-07-15,2019-07-15,8,4,3,5,1,2,10
1006,CAS09-1786,CGA01258; SRR3925748,USA,North America,Georgia,2009,blood,PRJNA329124,Msh2 isoform: V239L/A942T,4,4,2019-07-15,2019-09-18,2,5,7,5,1,2,6
1007,CAS11-3112,CGA02083; SRR3925750,USA,North America,Georgia,2011,blood,PRJNA329124,,4,4,2019-07-15,2019-09-18,1,2,2,1,2,1,8
1008,CAS11-3129,CMD01408; SRR3925751,USA,North America,Maryland,2011,blood,PRJNA329124,,4,4,2019-07-15,2019-09-18,7,7,11,10,5,9,16
1009,CAS13-4867,CGA03071,USA,North America,Georgia,2013,blood,,,4,4,2019-07-15,2019-07-15,7,4,3,4,1,8,26
1010,DPK_159,,USA,North America,Houston (Texas),,blood,,Msh2 isoform: P208S/N890I,4,4,2019-07-15,2019-07-15,1,2,2,1,1,1,2
1011,DPK_305,,USA,North America,Houston (Texas),,blood,,Msh2 isoform: P208S/N890I,4,4,2019-07-15,2019-07-15,8,4,3,5,1,2,10
1012,DPK_762,,USA,North America,Houston (Texas),,blood,,Msh2 isoform: P208S/N890I,4,4,2019-07-15,2019-07-15,8,5,3,5,1,1,15
1013,DPK_951,,USA,North America,Houston (Texas),,blood,,Msh2 isoform: P208S/N890I,4,4,2019-07-15,2019-07-15,7,7,11,10,5,9,16
1014,DPL155,M234,USA,North America,,,unknown,,Msh2 isoform: P208S/N890I,4,4,2019-07-15,2019-07-15,2,5,7,5,1,2,6
1015,DPL157,1735/CGC2,USA,North America,Cleveland (Ohio),,unknown,,Msh2 isoform: P208S/N890I,4,4,2019-07-15,2019-07-15,2,5,7,5,1,2,6
1016,DPL238,20551/099,USA,North America,Iowa,,unknown,,,4,4,2019-07-15,2019-07-15,8,5,13,9,3,1,17
1017,DPL245,1611,USA,North America,Cleveland (Ohio),,unknown,,Msh2 isoform: WT,4,4,2019-07-15,2019-07-15,7,7,11,10,5,9,16
1018,DPL27,5962,USA,North America,,,unknown,,Msh2 isoform: WT,4,4,2019-07-15,2019-07-15,1,2,2,1,1,1,2
1019,DPL274,3-CPH-W20800,Denmark,Europe,,,unknown,,Msh2 isoform: WT,4,4,2019-07-15,2019-07-15,8,5,3,5,1,1,15
1020,DPL38,42997,USA,North America,,,unknown,,Msh2 isoform: WT,4,4,2019-07-15,2019-07-15,7,7,11,10,5,9,16
1021,DPL40,52889,USA,North America,,,unknown,,,4,4,2019-07-15,2019-07-15,30,4,3,5,1,2,168
1022,DPL51,M217,USA,North America,,,unknown,,,4,4,2019-07-15,2019-07-15,7,1,1,6,4,4,1
1023,India_05,382/P/12,India,Asia,Delhi,,vaginal swab,,,4,4,2019-07-15,2019-07-15,3,6,5,9,3,4,162
1024,India_86,1192/P/15,India,Asia,Delhi,,blood,,Msh2 isoform: WT,4,4,2019-07-15,2019-07-15,8,29,45,4,3,9,172
1025,India_88,1402/P/15,India,Asia,Delhi,,blood,,Msh2 isoform: V239L,4,4,2019-07-15,2019-07-15,51,24,49,30,51,6,147
1026,India_89,1424/P/15,India,Asia,Delhi,,blood,,Msh2 isoform: V239L,4,4,2019-07-15,2019-07-15,7,28,17,5,1,24,171
1027,India_93,137/P/16,India,Asia,Delhi,,blood,,Msh2 isoform: WT,4,4,2019-07-15,2019-07-15,7,1,53,7,19,6,173
1028,WSU85-14,,USA,North America,Detroit (Michigan),2014,vaginal swab,,Msh2 isoform: Q259H,4,4,2019-07-15,2019-07-15,7,4,3,11,1,11,169
1029,WSU599-02,,USA,North America,Detroit (Michigan),2002,vaginal swab,,Msh2 isoform: V239L,4,4,2019-07-15,2019-07-15,20,13,22,9,3,2,46
1030,WSU057-02,,USA,North America,Detroit (Michigan),2002,vaginal swab,,Msh2 isoform: WT,4,4,2019-07-15,2019-07-15,1,2,2,1,2,1,8
1031,Qatar_17,,Qatar,Asia,Doha,,blood,,,4,4,2019-07-15,2019-07-15,5,27,8,7,3,6,170
1032,Qatar_36,,Qatar,Asia,Doha,,blood,,,4,4,2019-07-15,2019-07-15,1,2,2,1,1,1,2
1033,Qatar_38,,Qatar,Asia,Doha,,blood,,,4,4,2019-07-15,2019-07-15,8,5,3,5,1,1,15
1034,Qatar_39,,Qatar,Asia,Doha,,blood,,,4,4,2019-07-15,2019-07-15,7,28,17,5,1,24,171
1035,Qatar_40,,Qatar,Asia,Doha,,blood,,Msh2 isoform: P208S/N890I,4,4,2019-07-15,2019-07-15,7,28,17,5,1,24,171
1036,Qatar_62,,Qatar,Asia,Doha,,blood,,Msh2 isoform: E231G/L269F,4,4,2019-07-15,2019-07-15,20,13,22,9,3,2,46
1037,CNM-CL9829,,Spain,Europe,Madrid,2016,blood,,Patient 1,5,4,2019-07-18,2019-07-18,5,7,8,7,3,6,3
1038,CNM-CL9835,,Spain,Europe,Madrid,2016,medical device,,Patient 1,5,4,2019-07-18,2019-07-18,5,7,8,7,3,6,3
1039,CNM-CL9975,,Spain,Europe,Madrid,2016,blood,,Patient 1; FKS2 HS1 mutation: D666H,5,4,2019-07-18,2019-07-18,5,7,8,7,3,6,3
1040,CNM-CL9877,,Spain,Europe,Madrid,2016,blood,,Patient 1; FKS2 HS1 mutation: L664R,5,4,2019-07-18,2019-07-18,5,7,8,7,3,6,3
1041,CNM-CL9889,,Spain,Europe,Madrid,2016,blood,,Patient 1; FKS2 HS1 mutation: L664R,5,4,2019-07-18,2019-07-18,5,7,8,7,3,6,3
1042,CNM-CL9857,,Spain,Europe,Madrid,2016,blood,,Patient 2,5,4,2019-07-18,2019-07-18,5,7,8,7,3,6,3
1043,CNM-CL9883,,Spain,Europe,Madrid,2016,ascites,,Patient 2; FKS2 HS1 mutation: D666E,5,4,2019-07-18,2019-07-18,5,7,8,7,3,6,3
1044,CNM-CL9897,,Spain,Europe,Madrid,2016,blood,,Patient 2; FKS2 HS1 mutation: S663P,5,4,2019-07-18,2019-07-18,5,7,8,7,3,6,3
1045,CNM-CL9931,,Spain,Europe,Madrid,2016,blood,,Patient 3; FKS2 HS1 deletion in F659,5,4,2019-07-18,2019-07-18,1,2,2,1,1,1,2
1046,CNM-CL9939,,Spain,Europe,Madrid,2016,blood,,Patient 3; FKS2 HS1 deletion in F659,5,4,2019-07-18,2019-07-18,1,2,2,1,1,1,2
1047,CNM-CL9991,,Spain,Europe,Madrid,2016,blood,,Patient 3; FKS2 HS1 deletion in F659,5,4,2019-07-18,2019-07-18,1,2,2,1,1,1,2
1048,CNM-CL9932,,Spain,Europe,Madrid,2016,blood,,Patient 4; FKS2 HS1 mutation: S663P,5,4,2019-07-18,2019-07-18,5,7,8,7,3,6,3
1049,CNM-CL9981,,Spain,Europe,Madrid,2016,blood,,Patient 4; FKS2 HS1 mutation: S663P,5,4,2019-07-18,2019-07-18,5,7,8,7,3,6,3
1050,CNM-CL9992,,Spain,Europe,Madrid,2016,blood,,Patient 4; FKS2 HS1 mutation: S663P,5,4,2019-07-18,2019-07-18,5,7,8,7,3,6,3
1051,CNM-CL9646,,Spain,Europe,Madrid,2015,blood,,Patient 5; FKS2 HS1 mutation: D666N,5,4,2019-07-18,2019-07-18,7,25,51,7,51,4,149
1052,CNM-CL9775,,Spain,Europe,Madrid,2015,blood,,Patient 5; FKS2 HS1 mutation: D666N,5,4,2019-07-18,2019-07-18,7,25,51,7,51,4,149
1053,CNM-CL9988,,Spain,Europe,Madrid,2016,blood,,Patient 5; FKS2 HS1 mutation: D666N,5,4,2019-07-18,2019-07-18,7,25,51,7,51,4,149
1054,CNM-CL10047,,Spain,Europe,Madrid,2017,blood,,Patient 5; FKS2 HS1 deletion in F659 and mutation D666N,5,4,2019-07-18,2019-07-18,7,25,51,7,51,4,149
1055,CNM-CL9210,,Spain,Europe,Madrid,2012,blood,,,5,4,2019-07-18,2019-07-18,7,25,51,7,51,4,149
1056,CNM-CL9215,,Spain,Europe,Madrid,2012,blood,,,5,4,2019-07-18,2019-07-18,7,25,51,7,51,4,149
1057,CNM-CL9269,,Spain,Europe,Madrid,2012,blood,,,5,4,2019-07-18,2019-07-18,5,7,8,7,3,6,3
